"Id","BldgType","MasVnrType_clean","MasVnrArea_clean","ExterQual","CentralAir","1stFlrSF","GrLivArea","KitchenQual_clean","GarageArea_clean","PavedDrive","WoodDeckSF","OpenPorchSF","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad","reforma"
2828,"1Fam","BrkFace",232,"Gd","Y",1313,2559,"Ex",506,"Y",0,245,"60","RL","Norm","2Story",31,31
2829,"Duplex","None",0,"Gd","Y",1440,1440,"Gd",920,"Y",288,0,"90","RL","Norm","SFoyer",27,27
2830,"1Fam","None",0,"Gd","Y",1308,1876,"Gd",848,"Y",0,40,"60","RL","Norm","2Story",15,14
2831,"1Fam","None",0,"Gd","Y",1208,1208,"Gd",632,"Y",105,58,"20","RL","Norm","1Story",15,15
2832,"1Fam","None",0,"Gd","Y",1846,1846,"Gd",495,"Y",0,32,"20","RL","Norm","1Story",14,14
2833,"1Fam","BrkFace",198,"Gd","Y",1590,1590,"Ex",754,"Y",176,80,"20","RL","Norm","1Story",15,14
2834,"1Fam","None",0,"Gd","Y",945,1809,"Gd",638,"Y",144,54,"60","RL","Norm","2Story",15,14
2835,"1Fam","BrkFace",140,"Gd","Y",1614,1614,"Gd",576,"Y",100,45,"20","RL","Norm","1Story",15,15
2836,"1Fam","BrkFace",532,"Gd","Y",784,1596,"Gd",610,"Y",144,45,"60","RL","Norm","2Story",15,15
2837,"1Fam","None",0,"TA","Y",1388,1388,"TA",522,"Y",0,58,"20","RL","Norm","1Story",52,52
2838,"1Fam","None",0,"TA","Y",1100,1100,"TA",462,"Y",0,0,"20","RL","Norm","1Story",24,24
2839,"1Fam","BrkFace",68,"Gd","Y",795,1499,"Gd",473,"Y",413,91,"60","RL","PosN","2Story",25,25
2840,"1Fam","None",0,"TA","Y",1425,1425,"TA",591,"Y",0,130,"20","RL","Norm","1Story",22,22
2841,"1Fam","None",0,"Gd","Y",856,1749,"Gd",515,"Y",140,85,"60","RL","Norm","2Story",21,21
2842,"1Fam","None",0,"Gd","Y",951,1779,"Gd",586,"Y",208,107,"60","RL","Norm","2Story",21,20
2843,"1Fam","BrkFace",62,"TA","Y",686,1388,"TA",317,"Y",406,36,"60","RL","Norm","2Story",43,43
2844,"1Fam","BrkFace",123,"TA","Y",1282,1282,"TA",672,"Y",386,0,"80","RL","Norm","SLvl",42,42
2845,"1Fam","None",0,"TA","Y",864,864,"TA",297,"Y",0,0,"20","RL","Norm","1Story",48,48
2846,"1Fam","BrkFace",199,"Gd","Y",878,1762,"Gd",591,"Y",320,54,"60","RL","Norm","2Story",18,18
2847,"1Fam","BrkFace",148,"TA","Y",840,1755,"TA",530,"Y",176,73,"60","RL","Norm","2Story",21,21
2848,"1Fam","None",0,"Gd","Y",1358,1358,"Gd",418,"Y",68,166,"20","RL","Norm","1Story",18,18
2849,"1Fam","None",0,"Gd","Y",872,1909,"Gd",529,"Y",0,108,"60","RL","Norm","2Story",18,18
2850,"1Fam","BrkFace",261,"Gd","Y",1090,2214,"Gd",646,"Y",197,80,"60","RL","Norm","2Story",21,21
2851,"1Fam","None",0,"Gd","Y",1065,2049,"Gd",467,"Y",120,48,"60","RL","Feedr","2Story",24,23
2852,"1Fam","BrkFace",227,"TA","Y",1070,1939,"Gd",555,"Y",128,84,"60","RL","Norm","2Story",22,22
2853,"1Fam","None",0,"Gd","Y",950,1995,"Gd",610,"Y",275,170,"60","RL","Norm","2Story",25,24
2854,"TwnhsE","BrkFace",170,"Gd","Y",848,848,"Gd",420,"Y",140,0,"120","RM","Norm","1Story",17,17
2855,"1Fam","None",0,"Gd","Y",1390,1390,"Gd",545,"Y",0,68,"20","RL","Norm","1Story",17,17
2856,"1Fam","None",0,"Gd","Y",851,1737,"Gd",578,"Y",0,105,"60","RL","Norm","2Story",14,14
2857,"1Fam","None",0,"Gd","Y",784,1611,"Gd",572,"Y",144,36,"60","RL","Norm","2Story",15,15
2858,"1Fam","None",0,"Gd","Y",1336,1336,"Gd",502,"Y",136,43,"20","RL","Norm","1Story",15,14
2859,"1Fam","None",0,"TA","Y",760,1436,"TA",528,"Y",147,0,"70","RL","Feedr","2Story",110,20
2860,"Duplex","BrkFace",355,"TA","Y",1012,1012,"TA",0,"Y",0,0,"90","RL","Norm","SFoyer",45,45
2861,"1Fam","None",0,"TA","Y",1176,1176,"TA",360,"Y",0,92,"20","RL","Norm","1Story",51,51
2862,"1Fam","BrkFace",190,"Gd","Y",806,1724,"Gd",616,"Y",168,57,"60","RL","Norm","2Story",17,16
2863,"1Fam","None",0,"TA","Y",914,914,"Gd",0,"N",32,0,"20","RL","Norm","1Story",18,18
2864,"1Fam","None",0,"Gd","Y",1164,2314,"Gd",502,"Y",0,274,"60","RL","Norm","2Story",17,15
2865,"TwnhsE","BrkFace",82,"TA","Y",1072,1072,"TA",525,"Y",0,44,"OTHERS","RM","Norm","SFoyer",15,14
2866,"Twnhs","Stone",50,"Gd","Y",970,1709,"Gd",380,"Y",0,40,"160","RM","Norm","2Story",16,16
2867,"1Fam","None",0,"TA","Y",624,936,"TA",265,"Y",0,0,"50","RL","Norm","1.5Fin",72,70
2868,"1Fam","None",0,"TA","Y",846,1338,"TA",528,"N",0,0,"50","RL","Artery","1.5Fin",105,70
2869,"1Fam","None",0,"TA","N",1093,1669,"TA",288,"Y",0,0,"50","RL","Feedr","1.5Fin",96,70
2870,"1Fam","BrkFace",60,"TA","Y",1482,1482,"TA",609,"Y",0,30,"20","RL","Norm","1Story",66,52
2871,"1Fam","None",0,"TA","N",964,1414,"TA",0,"N",0,0,"50","RL","Norm","1.5Fin",98,70
2872,"1Fam","None",0,"TA","N",498,498,"TA",216,"N",0,0,"30","RL","Feedr","1Story",98,65
2873,"1Fam","None",0,"TA","N",1055,1273,"Gd",275,"N",212,0,"50","RL","Norm","1.5Fin",110,27
2874,"1Fam","None",0,"TA","Y",1058,1551,"Fa",240,"Y",0,0,"50","RL","Norm","1.5Fin",82,70
2875,"2fmCon","None",0,"TA","N",816,1340,"TA",440,"Y",0,0,"190","OTHER","Feedr","1.5Fin",75,70
2876,"1Fam","None",0,"TA","Y",743,1479,"Gd",312,"Y",530,0,"70","RL","Feedr","2Story",94,23
2877,"1Fam","None",0,"TA","Y",755,1510,"TA",216,"Y",0,0,"70","RL","Norm","2Story",100,70
2878,"1Fam","None",0,"TA","Y",818,1636,"Gd",288,"N",0,0,"70","RL","Norm","2.5Unf",101,70
2879,"1Fam","None",0,"TA","Y",992,1465,"TA",240,"Y",0,126,"50","RL","Norm","1.5Fin",81,70
2880,"1Fam","None",0,"TA","N",824,1288,"TA",240,"Y",0,0,"50","RL","Norm","1.5Fin",79,70
2881,"1Fam","None",0,"TA","Y",940,1550,"TA",318,"P",0,0,"50","RL","Norm","2Story",100,70
2882,"1Fam","None",0,"TA","Y",1125,1717,"TA",410,"Y",0,0,"50","RL","Norm","1.5Fin",80,70
2883,"1Fam","BrkFace",270,"Gd","Y",1122,1671,"TA",451,"Y",0,0,"50","RL","Norm","1.5Fin",91,70
2884,"1Fam","None",0,"TA","Y",959,1609,"Gd",579,"Y",0,0,"70","RL","Norm","2Story",88,30
2885,"1Fam","None",0,"TA","Y",1104,1801,"TA",365,"Y",0,90,"70","RL","Norm","2Story",90,61
2886,"1Fam","BrkFace",405,"TA","Y",1278,2315,"TA",342,"Y",0,0,"60","RL","Norm","2Story",70,57
2887,"1Fam","None",0,"TA","N",976,976,"TA",215,"N",160,0,"30","RM","Artery","1Story",78,70
2888,"1Fam","None",0,"TA","Y",861,1285,"TA",506,"Y",96,0,"50","RM","Norm","1.5Fin",94,70
2889,"1Fam","None",0,"TA","N",672,672,"TA",0,"N",0,0,"30","RM","Norm","1Story",95,70
2890,"1Fam","None",0,"TA","Y",641,641,"Fa",272,"N",184,0,"30","RM","Norm","1Story",95,70
2891,"1Fam","BrkFace",327,"TA","Y",967,1638,"Gd",384,"Y",0,21,"50","RM","Norm","1.5Fin",63,63
2892,"1Fam","None",0,"TA","N",729,729,"TA",0,"N",0,0,"30","OTHER","Feedr","1Story",75,70
2893,"2fmCon","None",0,"Fa","N",1060,1396,"TA",0,"Y",0,0,"190","OTHER","Norm","1.5Fin",69,69
2894,"1Fam","None",0,"TA","N",576,936,"TA",0,"N",0,0,"50","OTHER","Norm","1.5Fin",104,70
2895,"TwnhsE","Stone",473,"Gd","Y",1778,1778,"Ex",495,"Y",123,53,"120","RM","Norm","1Story",15,14
2896,"TwnhsE","Stone",186,"Gd","Y",1646,1646,"Gd",525,"Y",128,53,"120","RM","Norm","1Story",16,15
2897,"1Fam","None",0,"TA","Y",1625,1625,"Fa",576,"Y",136,28,"20","RL","Norm","1Story",41,41
2898,"Duplex","None",0,"TA","Y",1664,1664,"TA",616,"Y",0,0,"90","RL","Norm","1Story",42,42
2899,"1Fam","None",0,"Gd","Y",1491,1491,"Gd",490,"Y",120,100,"20","RL","Norm","1Story",19,19
2900,"1Fam","BrkFace",257,"TA","Y",1210,1210,"TA",528,"Y",0,0,"80","RL","Norm","SLvl",45,45
2901,"1Fam","None",0,"TA","Y",1650,1650,"TA",518,"Y",0,0,"20","RL","Norm","1Story",62,62
2902,"1Fam","None",0,"Gd","Y",1403,1403,"Gd",470,"Y",0,173,"20","RL","Norm","1Story",20,20
2903,"1Fam","Stone",198,"Gd","Y",1960,1960,"Gd",714,"Y",172,38,"20","RL","Norm","1Story",15,14
2904,"1Fam","BrkFace",382,"Ex","Y",1838,1838,"Ex",682,"Y",161,225,"20","RL","Norm","1Story",15,14
2905,"1Fam","None",0,"TA","Y",1600,1600,"TA",270,"N",0,0,"20","OTHER","Artery","1Story",69,69
2906,"Duplex","BrkFace",200,"TA","Y",1368,1368,"TA",784,"Y",0,48,"90","RM","Norm","SFoyer",23,23
2907,"TwnhsE","None",0,"TA","Y",616,1304,"TA",336,"Y",141,0,"160","RM","Norm","2Story",43,43
2908,"1Fam","None",0,"TA","Y",874,874,"TA",288,"Y",0,120,"20","RL","Norm","1Story",52,17
2909,"Duplex","None",0,"TA","Y",1652,1652,"TA",928,"Y",0,0,"90","RL","Norm","1Story",50,50
2910,"Twnhs","None",0,"TA","Y",630,630,"TA",0,"Y",0,0,"OTHERS","RM","Norm","SFoyer",50,50
2911,"TwnhsE","None",0,"TA","Y",546,1092,"TA",253,"Y",0,0,"160","RM","Norm","2Story",48,48
2912,"1Fam","BrkFace",194,"TA","Y",1360,1360,"TA",336,"Y",160,0,"20","RL","Norm","1Story",51,41
2913,"Twnhs","None",0,"TA","Y",546,1092,"TA",286,"Y",0,0,"160","RM","Norm","2Story",50,50
2914,"Twnhs","None",0,"TA","Y",546,1092,"TA",0,"Y",0,34,"160","RM","Norm","2Story",50,50
2915,"Twnhs","None",0,"TA","Y",546,1092,"TA",0,"Y",0,0,"160","RM","Norm","2Story",50,50
2916,"TwnhsE","None",0,"TA","Y",546,1092,"TA",286,"Y",0,24,"160","RM","Norm","2Story",50,50
2917,"1Fam","None",0,"TA","Y",1224,1224,"TA",576,"Y",474,0,"20","RL","Norm","1Story",60,24
2918,"1Fam","None",0,"TA","Y",970,970,"TA",0,"Y",80,32,"OTHERS","RL","Norm","SFoyer",28,28
2919,"1Fam","BrkFace",94,"TA","Y",996,2000,"TA",650,"Y",190,48,"60","RL","Norm","2Story",27,26
