"Id","BldgType","MasVnrType_clean","MasVnrArea_clean","ExterQual","CentralAir","1stFlrSF","GrLivArea","KitchenQual_clean","GarageArea_clean","PavedDrive","WoodDeckSF","OpenPorchSF","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad","reforma","averagePrice_surface"
1236,"1Fam","None",0,"TA","Y",892,1784,"TA",180,"N",203,40,"70","RL","Norm","2Story",106,70,77.8514573991031
1237,"Twnhs","Stone",106,"Gd","Y",764,1626,"Gd",474,"Y",0,27,"160","RL","Norm","2Story",17,17,107.933579335793
1238,"1Fam","None",0,"Gd","Y",847,1948,"Gd",434,"Y",100,48,"60","RL","Norm","2Story",16,15,100.102669404517
1239,"1Fam","None",0,"Gd","Y",1141,1141,"TA",484,"Y",0,0,"20","RL","RRAe","1Story",15,15,124.890446976337
1240,"1Fam","BrkFace",32,"Gd","Y",1484,1484,"Ex",472,"Y",120,33,"20","RL","Norm","1Story",14,14,179.177897574124
1241,"1Fam","BrkFace",252,"Gd","Y",884,1768,"Gd",543,"Y",0,63,"60","RL","Norm","2Story",17,17,127.205882352941
1242,"1Fam","Stone",0,"Gd","Y",1689,1689,"Gd",954,"Y",0,56,"20","RL","Norm","1Story",13,13,147.026642984014
1243,"1Fam","BrkFace",81,"TA","Y",1173,1173,"Gd",528,"Y",0,120,"OTHERS","RL","Norm","SFoyer",46,46,144.927536231884
1244,"1Fam","None",0,"Ex","Y",2076,2076,"Ex",850,"Y",216,229,"20","RL","Norm","1Story",14,14,197.01709064438
1245,"1Fam","None",0,"TA","Y",792,1517,"Gd",400,"Y",0,0,"70","RL","Norm","2Story",91,70,151.61502966381
1246,"1Fam","BrkFace",74,"TA","Y",1140,1868,"TA",477,"Y",268,112,"80","RL","Norm","SLvl",36,17,95.2890792291221
1247,"1Fam","None",0,"Gd","Y",756,1553,"Gd",615,"Y",0,45,"60","FV","Norm","2Story",15,14,120.090148100451
1248,"1Fam","BrkFace",335,"TA","Y",1034,1034,"TA",888,"Y",0,0,"80","RL","Norm","SLvl",44,44,164.31334622824
1249,"1Fam","None",0,"TA","N",1134,2058,"TA",396,"P",0,0,"OTHERS","RM","Norm","2.5Unf",103,70,62.9251700680272
1250,"1Fam","None",0,"TA","Y",988,988,"TA",276,"Y",0,80,"20","RL","Norm","1Story",70,70,120.445344129555
1251,"1Fam","None",0,"Gd","Y",2110,2110,"Ex",522,"Y",0,0,"20","RL","Norm","1Story",52,52,115.63981042654
1252,"TwnhsE","Stone",163,"Gd","Y",1405,1405,"Gd",478,"Y",148,36,"120","RL","Norm","1Story",17,17,122.241992882562
1253,"1Fam","None",0,"TA","Y",874,874,"TA",288,"Y",33,0,"20","RL","Norm","1Story",52,52,148.741418764302
1254,"1Fam","None",0,"Gd","Y",1516,2167,"Gd",518,"Y",220,47,"60","RL","Norm","2Story",46,17,135.671435163821
1255,"1Fam","Stone",92,"Gd","Y",760,1656,"Gd",397,"Y",178,128,"60","RL","Norm","2Story",17,16,99.8792270531401
1256,"1Fam","None",0,"TA","Y",959,1367,"TA",560,"Y",0,0,"50","RM","Norm","1.5Fin",89,70,93.2699341623994
1257,"1Fam","BrkFace",554,"Gd","Y",1987,1987,"Gd",691,"Y",262,36,"20","RL","Norm","1Story",26,26,151.736285858078
1258,"1Fam","None",0,"TA","Y",864,864,"TA",0,"Y",0,96,"30","RL","Feedr","1Story",98,70,115.625
1259,"1Fam","Stone",182,"Gd","Y",1166,1166,"Gd",400,"Y",212,0,"80","RL","Norm","SLvl",15,15,162.95025728988
1260,"1Fam","None",0,"TA","Y",1054,1054,"TA",460,"Y",180,0,"20","RL","Norm","1Story",51,51,143.26375711575
1261,"1Fam","None",0,"TA","Y",892,1675,"TA",502,"Y",0,103,"60","RL","RRAn","2Story",21,21,108.059701492537
1262,"1Fam","None",0,"TA","Y",1050,1050,"TA",338,"Y",0,0,"20","RL","Norm","1Story",64,64,122.761904761905
1263,"1Fam","None",0,"TA","Y",1104,1788,"TA",304,"Y",120,0,"50","RL","Norm","1.5Fin",63,31,90.324384787472
1264,"1Fam","None",0,"TA","Y",1060,1824,"TA",520,"N",0,0,"70","RL","Norm","2Story",101,70,98.9583333333333
1265,"TwnhsE","None",0,"Gd","Y",1337,1337,"Gd",511,"Y",144,68,"120","OTHER","Norm","1Story",22,21,135.377711293942
1266,"TwnhsE","BrkFace",218,"Gd","Y",713,1452,"Gd",506,"Y",0,34,"160","FV","Norm","2Story",21,21,126.652892561983
1267,"2fmCon","None",0,"Fa","N",964,1889,"TA",308,"N",0,0,"190","RM","Feedr","2.5Unf",110,70,64.5844362096347
1268,"1Fam","None",0,"Ex","Y",2018,2018,"Ex",746,"Y",144,76,"20","RL","Norm","1Story",12,11,187.561942517344
1269,"1Fam","BrkFace",632,"TA","Y",1968,3447,"Gd",1014,"Y",314,12,"50","RL","Norm","1.5Fin",85,23,110.53089643168
1270,"1Fam","BrkFace",180,"TA","Y",874,1524,"TA",315,"Y",0,0,"50","RL","Feedr","1.5Fin",62,62,94.488188976378
1271,"1Fam","None",0,"Gd","Y",1332,1524,"Gd",586,"Y",268,0,"OTHERS","RL","Norm","1Story",41,41,170.603674540682
1272,"1Fam","None",0,"TA","Y",1489,1489,"Gd",462,"Y",0,0,"20","RL","PosN","1Story",52,52,124.748153122901
1273,"1Fam","BrkFace",114,"TA","Y",935,935,"TA",288,"Y",180,0,"20","RL","Norm","1Story",55,55,146.524064171123
1274,"1Fam","BrkFace",84,"TA","Y",1357,1357,"Ex",312,"Y",0,0,"80","RL","Norm","SLvl",61,14,130.434782608696
1275,"1Fam","None",0,"TA","Y",661,1250,"TA",552,"Y",242,0,"50","RL","Norm","1.5Fin",110,17,111.2
1276,"Duplex","Stone",567,"TA","Y",928,1920,"TA",400,"Y",0,0,"90","RL","Feedr","2Story",72,70,71.3541666666667
1277,"1Fam","None",0,"TA","Y",735,1395,"TA",497,"Y",294,116,"60","RL","Norm","2Story",48,48,116.129032258065
1278,"1Fam","BrkFace",359,"TA","Y",1724,1724,"TA",480,"Y",0,0,"80","RL","Norm","SLvl",53,44,114.791183294664
1279,"1Fam","None",0,"Gd","Y",1128,2031,"Gd",577,"Y",0,211,"60","RL","Norm","2Story",18,18,116.691285081241
1280,"1Fam","None",0,"TA","Y",698,1128,"TA",528,"Y",30,0,"50","OTHER","Norm","1.5Fin",100,70,60.6382978723404
1281,"1Fam","BrkFace",110,"Gd","Y",1573,1573,"Gd",544,"Y",0,72,"20","RL","Norm","1Story",18,18,144.310235219326
1282,"1Fam","BrkFace",54,"TA","Y",1339,1339,"TA",484,"Y",0,58,"20","RL","Norm","1Story",30,30,134.428678117999
1283,"1Fam","None",0,"TA","Y",1040,1040,"Gd",484,"Y",0,0,"20","RL","Norm","1Story",43,12,144.711538461538
1284,"Duplex","None",0,"TA","Y",912,1824,"TA",0,"Y",128,0,"90","RL","Norm","2Story",49,49,76.2061403508772
1285,"1Fam","None",0,"TA","Y",1699,2447,"Gd",336,"Y",272,0,"50","RL","Feedr","1.5Fin",101,30,69.0641601961586
1286,"1Fam","None",0,"TA","Y",825,1412,"TA",280,"Y",45,0,"50","RM","Norm","1.5Fin",81,70,93.8385269121813
1287,"1Fam","BrkFace",451,"TA","Y",1328,1328,"TA",528,"Y",0,26,"20","RL","Feedr","1Story",57,57,107.680722891566
1288,"1Fam","BrkCmn",621,"TA","Y",1582,1582,"TA",390,"N",168,198,"20","RL","Norm","1Story",56,56,120.101137800253
1289,"TwnhsE","None",0,"Gd","Y",1659,1659,"Ex",499,"Y",212,59,"120","RL","Norm","1Story",20,20,167.570825798674
1290,"1Fam","Stone",788,"Gd","Y",1120,1970,"Ex",753,"Y",177,74,"60","RL","Norm","2Story",14,14,142.639593908629
1291,"1Fam","BrkFace",86,"TA","Y",1152,1152,"TA",484,"Y",227,0,"80","RL","Norm","SLvl",56,56,156.684027777778
1292,"Twnhs","BrkFace",268,"TA","Y",630,1302,"TA",264,"Y",185,0,"160","RM","Norm","2Story",48,48,91.7818740399386
1293,"1Fam","None",0,"TA","N",1378,2372,"TA",432,"Y",0,287,"70","RM","Norm","2Story",128,55,45.3204047217538
1294,"1Fam","None",0,"TA","Y",832,1664,"TA",528,"Y",0,28,"60","RL","Norm","2Story",44,44,97.8966346153846
1295,"1Fam","None",0,"TA","Y",864,864,"TA",572,"N",0,0,"20","RL","Norm","1Story",65,30,133.101851851852
1296,"1Fam","BrkFace",168,"TA","Y",1052,1052,"TA",288,"Y",356,0,"20","RL","Feedr","1Story",52,52,131.653992395437
1297,"1Fam","BrkFace",148,"TA","Y",1128,1128,"TA",525,"Y",192,20,"20","RL","Norm","1Story",57,57,137.41134751773
1298,"TwnhsE","BrkFace",82,"TA","Y",1072,1072,"TA",525,"Y",0,44,"OTHERS","RM","Norm","SFoyer",15,14,130.597014925373
1299,"1Fam","Stone",796,"Ex","Y",4692,5642,"Ex",1418,"Y",214,292,"60","RL","Feedr","2Story",12,12,41.5049579372798
1300,"1Fam","None",0,"TA","Y",1246,1246,"Gd",305,"Y",218,0,"20","RL","Norm","1Story",61,26,123.595505617978
1301,"1Fam","None",0,"Gd","Y",1005,1983,"Gd",490,"Y",0,0,"60","RL","Norm","2Story",21,21,113.464447806354
1302,"1Fam","None",0,"TA","Y",753,1494,"Gd",213,"P",0,0,"70","RL","Norm","2Story",78,70,118.808567603748
1303,"1Fam","BrkFace",391,"Gd","Y",1203,2526,"Gd",844,"Y",309,78,"60","RL","Norm","2Story",26,26,114.806017418844
1304,"1Fam","BrkFace",228,"Gd","Y",1616,1616,"Gd",834,"Y",208,59,"20","RL","Norm","1Story",15,15,143.564356435644
1305,"TwnhsE","Stone",117,"Gd","Y",976,1708,"Gd",380,"Y",0,40,"160","RM","Norm","2Story",16,16,76.1124121779859
1306,"1Fam","Stone",300,"Gd","Y",1652,1652,"Ex",840,"Y",404,102,"20","RL","Norm","1Story",14,13,196.731234866828
1307,"TwnhsE","Stone",94,"Gd","Y",1368,1368,"Gd",474,"Y",132,35,"120","RL","Norm","1Story",15,14,148.026315789474
1308,"1Fam","None",0,"TA","Y",990,990,"TA",480,"Y",0,64,"20","RL","Norm","1Story",26,25,139.393939393939
1309,"1Fam","None",0,"TA","Y",1122,1122,"Gd",528,"Y",0,36,"20","RM","Norm","1Story",72,15,131.016042780749
1310,"1Fam","BrkFace",88,"TA","Y",1294,1294,"Gd",496,"Y",112,51,"20","RL","Norm","1Story",29,29,138.485316846986
1311,"1Fam","None",0,"Gd","Y",1902,1902,"Ex",567,"Y",0,207,"20","RL","PosA","1Story",61,18,176.130389064143
1312,"1Fam","BrkFace",80,"Gd","Y",1274,1274,"Gd",508,"Y",264,98,"20","RL","Norm","1Story",15,13,159.340659340659
1313,"1Fam","BrkFace",336,"Gd","Y",1453,2810,"Gd",750,"Y",500,0,"60","RL","Norm","2Story",30,30,107.473309608541
1314,"1Fam","BrkFace",165,"Gd","Y",1422,2599,"Gd",779,"Y",668,30,"60","RL","Norm","2Story",21,21,128.190842631781
1315,"1Fam","None",0,"TA","Y",948,948,"TA",280,"Y",0,36,"20","RL","Norm","1Story",66,66,125.527426160338
1316,"1Fam","None",0,"TA","Y",1092,2112,"TA",576,"Y",280,0,"60","RL","Norm","2Story",51,51,97.9640151515152
1317,"1Fam","Stone",270,"Gd","Y",1630,1630,"Ex",860,"Y",172,42,"20","RL","Norm","1Story",12,12,181.284049079755
1318,"TwnhsE","None",0,"Gd","Y",1352,1352,"Gd",466,"Y",0,241,"120","FV","Norm","1Story",14,13,154.511834319527
1319,"1Fam","BrkFace",178,"Gd","Y",1787,1787,"Gd",748,"Y",198,150,"20","RL","Norm","1Story",19,18,153.889199776161
1320,"1Fam","BrkFace",132,"TA","Y",948,948,"TA",248,"Y",0,0,"20","RL","Norm","1Story",66,66,117.088607594937
1321,"1Fam","None",0,"TA","Y",1478,1478,"TA",442,"Y",114,0,"20","RL","Norm","1Story",63,63,105.886332882273
1322,"1Fam","None",0,"TA","N",720,720,"TA",287,"Y",0,0,"20","RL","Feedr","1Story",71,70,100.694444444444
1323,"1Fam","None",0,"Gd","Y",1061,1923,"Gd",564,"Y",240,39,"60","RL","Norm","2Story",28,28,98.8039521580863
1324,"1Fam","None",0,"Fa","Y",708,708,"Fa",0,"Y",164,0,"30","RL","Norm","1Story",80,70,116.525423728814
1325,"1Fam","BrkFace",428,"Gd","Y",1795,1795,"Gd",895,"Y",0,49,"20","RL","Norm","1Story",14,13,81.8941504178273
1326,"1Fam","None",0,"TA","N",796,796,"TA",0,"N",0,0,"30","RM","Norm","1Story",98,70,69.0954773869347
1327,"1Fam","None",0,"TA","Y",774,774,"Gd",0,"Y",0,0,"30","OTHER","Norm","1Story",89,14,102.067183462532
1328,"1Fam","None",0,"Gd","Y",816,816,"Gd",264,"Y",0,0,"20","RL","Norm","1Story",38,12,159.926470588235
1329,"1Fam","None",0,"Gd","Y",1584,2792,"TA",520,"Y",0,547,"50","RM","Norm","1.5Fin",100,70,91.6905444126075
1330,"1Fam","None",0,"TA","Y",955,1632,"TA",462,"Y",0,28,"60","RL","Norm","2Story",22,22,108.149509803922
1331,"1Fam","Stone",410,"Gd","Y",1588,1588,"Gd",825,"Y",144,45,"20","RL","Norm","1Story",14,14,142.947103274559
1332,"1Fam","None",0,"TA","Y",954,954,"TA",576,"Y",0,0,"80","RL","Norm","SLvl",44,44,138.888888888889
1333,"1Fam","None",0,"TA","Y",816,816,"TA",288,"Y",0,0,"20","RL","Norm","1Story",82,62,122.549019607843
1334,"1Fam","None",0,"TA","Y",803,1360,"Gd",297,"Y",0,65,"50","RM","Norm","1.5Fin",82,25,92.2794117647059
1335,"TwnhsE","None",0,"TA","Y",765,1365,"TA",440,"Y",0,36,"160","RM","Norm","2Story",50,50,91.5750915750916
1336,"1Fam","BrkFace",360,"TA","Y",1334,1334,"TA",630,"Y",0,16,"20","RL","Norm","1Story",43,43,125.862068965517
1337,"Duplex","BrkFace",564,"TA","Y",1656,1656,"TA",506,"Y",0,211,"90","RL","Feedr","1Story",47,47,81.5217391304348
1338,"1Fam","None",0,"TA","N",693,693,"Fa",0,"N",0,20,"30","RM","Feedr","1Story",79,70,75.7575757575758
1339,"1Fam","None",0,"Gd","Y",920,1861,"Gd",492,"Y",146,91,"60","RL","Norm","2Story",18,18,107.469102632993
1340,"1Fam","None",0,"TA","Y",864,864,"TA",288,"Y",0,0,"20","RL","Norm","1Story",48,48,148.726851851852
1341,"1Fam","None",0,"TA","Y",872,872,"TA",480,"Y",0,0,"20","RL","Norm","1Story",49,49,141.05504587156
1342,"1Fam","None",0,"TA","Y",1114,1114,"Gd",576,"Y",0,78,"20","RL","RRAe","1Story",17,16,139.138240574506
1343,"1Fam","BrkFace",149,"Gd","Y",1284,2169,"Gd",647,"Y",192,87,"60","RL","Norm","2Story",18,18,105.348086675888
1344,"1Fam","None",0,"TA","Y",1172,1913,"TA",342,"Y",0,0,"50","RL","Norm","1.5Fin",92,70,92.5248301097752
1345,"1Fam","None",0,"Gd","Y",728,1456,"Gd",440,"Y",0,0,"60","RL","Norm","2Story",14,14,107.029532967033
1346,"1Fam","None",0,"TA","Y",960,960,"Fa",308,"Y",0,0,"30","RM","Norm","1Story",100,70,113.020833333333
1347,"1Fam","None",0,"TA","Y",2156,2156,"TA",508,"Y",0,80,"20","RL","PosN","1Story",52,17,121.753246753247
1348,"1Fam","Stone",100,"Gd","Y",1776,1776,"Gd",712,"Y",0,0,"20","RL","Norm","1Story",14,13,159.607545045045
1349,"1Fam","None",0,"Gd","Y",1494,1494,"Gd",514,"Y",402,25,"20","RL","Norm","1Story",22,22,143.908969210174
1350,"1Fam","None",0,"TA","N",938,2358,"TA",0,"Y",0,54,"70","RM","Norm","2Story",148,33,51.7387616624258
1351,"Duplex","BrkFace",368,"TA","Y",1338,2634,"TA",968,"Y",0,0,"90","RL","Artery","2Story",51,51,75.9301442672741
1352,"1Fam","BrkFace",318,"TA","Y",858,1716,"TA",490,"Y",0,84,"60","RL","Norm","2Story",58,58,99.6503496503497
1353,"1Fam","None",0,"Gd","Y",786,1176,"TA",624,"N",210,0,"50","RM","Norm","1.5Fin",83,20,114.710884353741
1354,"1Fam","BrkFace",579,"Gd","Y",2053,3238,"Gd",666,"Y",283,86,"50","RL","Norm","1.5Fin",25,24,126.6213712168
1355,"1Fam","None",0,"Gd","Y",992,1865,"Gd",839,"Y",0,184,"60","RL","Norm","2Story",20,20,126.005361930295
1356,"1Fam","BrkFace",143,"TA","Y",1222,1920,"Gd",487,"Y",0,98,"80","RL","Norm","SLvl",52,28,88.5416666666667
1357,"1Fam","BrkFace",65,"TA","Y",892,892,"TA",264,"Y",0,0,"20","RL","Norm","1Story",54,54,123.318385650224
1358,"1Fam","None",0,"TA","Y",1078,1078,"TA",500,"Y",0,0,"20","RL","Norm","1Story",49,12,139.053803339518
1359,"Twnhs","BrkFace",216,"Gd","Y",769,1573,"Gd",440,"Y",0,32,"160","FV","Norm","2Story",20,20,112.841703750795
1360,"1Fam","BrkFace",66,"Gd","Y",1980,1980,"Ex",770,"Y",194,45,"20","RL","Norm","1Story",16,15,159.090909090909
1361,"1Fam","None",0,"TA","Y",990,2601,"TA",621,"Y",183,0,"70","RL","Feedr","2Story",99,22,72.6643598615917
1362,"1Fam","Stone",16,"Gd","Y",1530,1530,"Gd",430,"Y",168,36,"20","RL","Norm","1Story",15,15,169.934640522876
1363,"1Fam","None",0,"TA","Y",1281,1738,"TA",368,"Y",55,0,"50","RL","Feedr","1.5Fin",100,13,60.3567318757192
1364,"1Fam","None",0,"TA","Y",616,1412,"Gd",432,"Y",0,36,"60","RL","Norm","2Story",14,13,111.14164305949
1365,"TwnhsE","None",0,"Gd","Y",520,1200,"Gd",480,"Y",0,166,"160","FV","Norm","2Story",15,15,120.126666666667
1366,"1Fam","None",0,"Gd","Y",814,1674,"Gd",663,"Y",0,96,"60","FV","Norm","2Story",20,20,129.032258064516
1367,"1Fam","BrkFace",158,"Gd","Y",882,1790,"Gd",588,"Y",0,88,"60","RL","Norm","2Story",21,21,107.821229050279
1368,"TwnhsE","None",0,"TA","Y",925,1475,"TA",336,"Y",104,26,"160","RM","Norm","2Story",43,43,86.1016949152542
1369,"TwnhsE","BrkFace",170,"Gd","Y",848,848,"Gd",420,"Y",140,0,"120","RM","Norm","1Story",17,16,169.811320754717
1370,"1Fam","BrkFace",171,"Gd","Y",1668,1668,"Gd",502,"Y",0,262,"20","RL","Norm","1Story",17,17,139.088729016787
1371,"1Fam","None",0,"Fa","Y",840,1374,"TA",338,"Y",0,0,"50","RL","Artery","1.5Fin",100,70,76.4192139737991
1372,"1Fam","None",0,"TA","Y",1661,1661,"Gd",377,"Y",0,28,"80","RL","Norm","SLvl",65,24,99.6387718242023
1373,"1Fam","None",0,"TA","Y",1108,2097,"Gd",583,"Y",253,170,"60","RL","Norm","2Story",22,22,130.805913209347
1374,"1Fam","BrkFace",705,"Ex","Y",2633,2633,"Ex",804,"Y",314,140,"20","RL","Norm","1Story",19,18,177.174325864033
1375,"1Fam","None",0,"Gd","Y",1026,1958,"Gd",936,"Y",154,210,"60","FV","Norm","2Story",15,15,127.681307456588
1376,"1Fam","BrkFace",80,"Gd","Y",1571,1571,"Gd",722,"Y",100,36,"20","RL","Norm","1Story",13,13,152.132399745385
1377,"1Fam","None",0,"TA","N",790,790,"TA",160,"Y",0,141,"30","RL","Norm","1Story",90,70,115.189873417722
1378,"1Fam","None",0,"TA","Y",984,1604,"TA",660,"Y",0,68,"50","RL","Norm","1.5Fin",79,60,72.9426433915212
1379,"Twnhs","BrkFace",408,"TA","Y",483,987,"TA",264,"Y",72,0,"160","RM","Norm","2Story",47,47,84.0932117527862
1380,"1Fam","None",0,"TA","Y",754,1394,"Gd",400,"Y",100,0,"80","RL","Norm","SLvl",14,13,120.157819225251
1381,"1Fam","None",0,"TA","N",864,864,"TA",200,"Y",0,0,"30","RL","Norm","1Story",106,70,67.7083333333333
1382,"1Fam","None",0,"TA","Y",2117,2117,"TA",550,"Y",0,42,"20","RL","Norm","1Story",50,50,112.187057156353
1383,"1Fam","None",0,"TA","Y",998,1762,"Gd",576,"N",36,0,"70","RM","Norm","2Story",100,70,89.1032917139614
1384,"1Fam","None",0,"TA","Y",1416,1416,"Gd",576,"N",0,0,"30","RL","Norm","1Story",102,13,79.0960451977401
1385,"1Fam","None",0,"TA","Y",698,1258,"TA",280,"P",0,0,"50","RL","Norm","1.5Fin",81,70,83.4658187599364
1386,"1Fam","None",0,"TA","Y",796,1154,"Gd",240,"N",0,96,"50","RM","Norm","1.5Fin",98,13,108.752166377816
1387,"1Fam","BrkFace",184,"TA","Y",1392,2784,"Gd",564,"Y",0,112,"60","RL","RRAn","2Story",42,42,89.7988505747126
1388,"1Fam","None",0,"TA","N",1664,2526,"Gd",216,"Y",88,15,"50","RM","Artery","1.5Fin",104,70,53.840063341251
1389,"1Fam","Stone",160,"Ex","Y",1746,1746,"Ex",758,"Y",201,39,"20","RL","Norm","1Story",14,13,197.01709064438
1390,"1Fam","None",0,"TA","Y",869,1218,"TA",440,"Y",0,0,"50","RM","Norm","1.5Fin",79,70,107.553366174056
1391,"1Fam","BrkFace",244,"Gd","Y",1525,1525,"Gd",541,"Y",219,36,"20","RL","Norm","1Story",20,20,154.098360655738
1392,"Duplex","None",0,"TA","Y",1584,1584,"TA",792,"Y",0,152,"90","RL","Norm","1Story",53,53,78.2828282828283
1393,"1Fam","None",0,"TA","Y",900,900,"TA",288,"Y",175,144,"OTHERS","RL","Norm","SFoyer",53,53,136.666666666667
1394,"2fmCon","None",0,"TA","N",1221,1912,"TA",672,"Y",0,25,"190","RM","Norm","1.5Fin",115,20,85.2510460251046
1395,"TwnhsE","BrkFace",45,"Gd","Y",1500,1500,"Gd",648,"Y",161,20,"120","RL","Norm","1Story",14,14,164.385333333333
1396,"1Fam","BrkFace",245,"Gd","Y",1133,2482,"Gd",642,"Y",144,39,"60","RL","Norm","2Story",15,14,113.300966962127
1397,"1Fam","None",0,"TA","Y",1687,1687,"TA",572,"N",0,0,"20","RL","Norm","1Story",72,70,94.8429164196799
1398,"1Fam","None",0,"TA","Y",939,1513,"TA",180,"N",24,0,"70","RM","Norm","2Story",100,16,90.8790482485129
1399,"1Fam","None",0,"TA","Y",1136,1904,"TA",240,"Y",0,0,"50","RL","Norm","1.5Fin",70,38,72.4789915966387
1400,"1Fam","None",0,"TA","Y",1160,1608,"Gd",216,"Y",147,16,"50","RL","Norm","1.5Fin",95,30,85.478855721393
1401,"1Fam","None",0,"TA","Y",950,1158,"TA",208,"Y",0,0,"50","RM","Norm","1.5Fin",91,70,103.626943005181
1402,"1Fam","None",0,"TA","Y",864,1593,"TA",398,"Y",100,75,"60","RL","Norm","2Story",16,16,121.155053358443
1403,"1Fam","None",0,"Gd","Y",1294,1294,"Gd",662,"Y",168,55,"20","RL","Norm","1Story",14,14,149.829211746522
1404,"1Fam","Stone",84,"Gd","Y",1464,1464,"Gd",754,"Y",168,160,"20","RL","RRAn","1Story",13,13,193.252732240437
1405,"1Fam","None",0,"TA","Y",694,1214,"TA",936,"Y",216,0,"50","RL","Artery","1.5Fin",105,70,86.4909390444811
1406,"TwnhsE","Stone",174,"Gd","Y",1646,1646,"Gd",482,"Y",128,53,"120","RM","Norm","1Story",16,15,167.071688942892
1407,"1Fam","None",0,"TA","Y",768,768,"TA",396,"Y",58,0,"OTHERS","RL","Norm","SFoyer",48,13,173.177083333333
1408,"1Fam","None",0,"TA","Y",833,833,"TA",0,"Y",0,0,"20","RL","Norm","1Story",35,35,134.453781512605
1409,"1Fam","None",0,"TA","Y",741,1363,"TA",528,"Y",0,0,"70","RM","Norm","2Story",110,70,92.0763022743947
1410,"1Fam","BrkFace",123,"TA","Y",1236,2093,"TA",542,"Y",364,63,"60","RL","Norm","2Story",34,29,102.723363592929
1411,"1Fam","None",0,"Gd","Y",944,1840,"Gd",622,"Y",0,45,"60","RL","Norm","2Story",19,19,125
1412,"1Fam","None",0,"TA","Y",1112,1668,"TA",271,"Y",0,0,"50","RL","Norm","1.5Fin",70,15,83.9328537170264
1413,"Duplex","None",0,"TA","N",1040,1040,"TA",420,"Y",0,0,"90","RL","Norm","1Story",71,70,86.5384615384615
1414,"1Fam","Stone",366,"Gd","Y",1844,1844,"Gd",620,"Y",165,44,"20","RL","Norm","1Story",15,14,139.370932754881
1415,"1Fam","None",0,"TA","Y",1053,1848,"Gd",370,"N",0,0,"50","RL","Norm","1.5Fin",97,20,112.012987012987
1416,"TwnhsE","BrkFace",130,"Gd","Y",1569,1569,"Gd",660,"Y",143,20,"120","RL","Norm","1Story",13,13,112.109623964308
1417,"2fmCon","None",0,"TA","Y",1246,2290,"TA",560,"N",0,0,"190","RM","Norm","2Story",135,70,53.4934497816594
1418,"1Fam","BrkFace",731,"Gd","Y",1310,2450,"Gd",1069,"Y",0,126,"60","RL","Norm","2Story",22,22,138.775510204082
1419,"1Fam","None",0,"TA","Y",1144,1144,"TA",336,"Y",0,88,"20","RL","Norm","1Story",57,57,108.391608391608
1420,"1Fam","BrkFace",312,"Gd","Y",1844,1844,"Gd",540,"Y",0,73,"20","RL","Norm","1Story",51,51,120.932754880694
1421,"1Fam","BrkFace",420,"TA","Y",708,1416,"TA",776,"Y",0,169,"60","RL","Norm","2Story",52,52,127.04802259887
1422,"TwnhsE","None",0,"TA","Y",1069,1069,"TA",440,"Y",0,55,"120","RL","Norm","1Story",43,43,119.270346117867
1423,"TwnhsE","BrkFace",170,"Gd","Y",848,848,"Gd",420,"Y",140,0,"120","RM","Norm","1Story",17,17,160.966981132075
1424,"1Fam","None",0,"Gd","Y",1575,2201,"Gd",432,"Y",586,236,"80","RL","Norm","SLvl",54,54,124.929577464789
1425,"1Fam","None",0,"TA","Y",1344,1344,"TA",484,"Y",316,28,"20","RL","Norm","1Story",62,37,107.142857142857
1426,"1Fam","Stone",243,"Gd","Y",1252,1252,"Gd",528,"Y",0,39,"20","RL","Norm","1Story",61,61,113.418530351438
1427,"1Fam","BrkFace",448,"Gd","Y",1223,2127,"Gd",525,"Y",171,132,"60","RL","Norm","2Story",26,26,127.409496944053
1428,"1Fam","None",0,"TA","Y",1048,1558,"TA",288,"Y",0,0,"50","RL","Artery","1.5Fin",75,70,89.8587933247753
1429,"1Fam","Stone",294,"TA","Y",804,804,"Gd",240,"Y",0,0,"30","RM","Norm","1Story",80,28,148.009950248756
1430,"1Fam","BrkFace",310,"Gd","Y",1440,1440,"Gd",467,"Y",0,0,"20","RL","Norm","1Story",39,39,127.013888888889
1431,"1Fam","None",0,"Gd","Y",734,1838,"TA",372,"Y",100,40,"60","RL","RRAn","2Story",15,15,104.537540805223
1432,"TwnhsE","None",0,"TA","Y",958,958,"TA",440,"Y",0,60,"120","RL","Norm","1Story",44,44,150.052192066806
1433,"1Fam","None",0,"TA","Y",968,968,"TA",216,"Y",0,0,"30","RL","Norm","1Story",93,13,66.6322314049587
1434,"1Fam","BrkFace",318,"TA","Y",962,1792,"TA",451,"Y",0,0,"60","RL","Norm","2Story",20,20,104.073660714286
1435,"1Fam","None",0,"TA","Y",1126,1126,"TA",484,"P",295,41,"20","RL","Norm","1Story",43,43,142.095914742451
1436,"1Fam","BrkFace",237,"Gd","Y",1537,1537,"Gd",462,"Y",0,36,"20","RL","Norm","1Story",58,15,113.207547169811
1437,"1Fam","None",0,"TA","Y",864,864,"TA",528,"Y",0,0,"20","RL","Norm","1Story",49,49,139.467592592593
1438,"1Fam","Stone",426,"Ex","Y",1932,1932,"Ex",774,"Y",0,66,"20","RL","Norm","1Story",12,12,197.01709064438
1439,"1Fam","None",0,"TA","Y",1236,1236,"TA",923,"Y",0,158,"20","RM","Artery","1Story",63,24,121.116504854369
